"","Url"
"491","https://millercenter.org/the-presidency/presidential-speeches/april-22-1886-message-regarding-us-labor-force"
"492","https://millercenter.org/the-presidency/presidential-speeches/may-8-1886-veto-military-pension-legislation"
"493","https://millercenter.org/the-presidency/presidential-speeches/may-11-1886-message-statue-liberty"
"494","https://millercenter.org/the-presidency/presidential-speeches/july-14-1886-message-federal-employee-political-involvement"
"495","https://millercenter.org/the-presidency/presidential-speeches/december-6-1886-second-annual-message"
"496","https://millercenter.org/the-presidency/presidential-speeches/february-11-1887-veto-military-pension-legislation"
"497","https://millercenter.org/the-presidency/presidential-speeches/february-16-1887-veto-texas-seed-bill"
"498","https://millercenter.org/the-presidency/presidential-speeches/december-6-1887-third-annual-message"
"499","https://millercenter.org/the-presidency/presidential-speeches/march-4-1893-second-inaugural-address/"
"500","https://millercenter.org/the-presidency/presidential-speeches/december-3-1888-fourth-annual-message"
"501","https://millercenter.org/the-presidency/presidential-speeches/august-8-1893-special-session-message"
"502","https://millercenter.org/the-presidency/presidential-speeches/december-4-1893-first-annual-message-second-term"
"503","https://millercenter.org/the-presidency/presidential-speeches/march-29-1894-veto-message-monetary-legislation"
"504","https://millercenter.org/the-presidency/presidential-speeches/march-2-1897-veto-message-regarding-immigration-legislation/"
"505","https://millercenter.org/the-presidency/presidential-speeches/march-4-1889-inaugural-address/"
"506","https://millercenter.org/the-presidency/presidential-speeches/april-4-1889-commemoration-centennial-washingtons-inauguration"
"507","https://millercenter.org/the-presidency/presidential-speeches/december-3-1889-first-annual-message-0"
"508","https://millercenter.org/the-presidency/presidential-speeches/april-19-1890-statement-international-american-conference"
"509","https://millercenter.org/the-presidency/presidential-speeches/may-30-1890-address-honoring-president-garfield"
"510","https://millercenter.org/the-presidency/presidential-speeches/june-19-1890-message-regarding-international-american"
"511","https://millercenter.org/the-presidency/presidential-speeches/october-23-1890-proclamation-regarding-indian-title-land"
"512","https://millercenter.org/the-presidency/presidential-speeches/december-1-1890-second-annual-message"
"513","https://millercenter.org/the-presidency/presidential-speeches/december-1-1890-second-annual-message-0"
"514","https://millercenter.org/the-presidency/presidential-speeches/june-4-1889-statement-johnstown-flood/"
"515","https://millercenter.org/the-presidency/presidential-speeches/december-9-1891-third-annual-message"
"516","https://millercenter.org/the-presidency/presidential-speeches/july-8-1894-proclamation-regarding-railroad-strike"
"517","https://millercenter.org/the-presidency/presidential-speeches/december-18-1893-message-regarding-hawaiian-annexation"
"518","https://millercenter.org/the-presidency/presidential-speeches/august-8-1893-message-regarding-economic-crisis"
"519","https://millercenter.org/the-presidency/presidential-speeches/december-6-1892-fourth-annual-message-0"
"520","https://millercenter.org/the-presidency/presidential-speeches/december-6-1892-fourth-annual-message"
"521","https://millercenter.org/the-presidency/presidential-speeches/september-3-1892-speech-accepting-republican-nomination"
"522","https://millercenter.org/the-presidency/presidential-speeches/january-28-1892-message-regarding-us-chilean-affairs"
"523","https://millercenter.org/the-presidency/presidential-speeches/january-25-1892-message-regarding-valparaiso-incident"
"524","https://millercenter.org/the-presidency/presidential-speeches/december-9-1891-third-annual-message-0"
"525","https://millercenter.org/the-presidency/presidential-speeches/december-3-1889-first-annual-message/"
"526","https://millercenter.org/the-presidency/presidential-speeches/january-31-1891-message-regarding-death-treasury-secretary/"
"527","https://millercenter.org/the-presidency/presidential-speeches/february-15-1893-message-regarding-hawaiian-annexation/"
"528","https://millercenter.org/the-presidency/presidential-speeches/december-3-1900-fourth-annual-message"
"529","https://millercenter.org/the-presidency/presidential-speeches/july-12-1900-speech-accepting-republican-nomination"
"530","https://millercenter.org/the-presidency/presidential-speeches/december-5-1899-third-annual-message"
"531","https://millercenter.org/the-presidency/presidential-speeches/december-5-1898-second-annual-message"
"532","https://millercenter.org/the-presidency/presidential-speeches/april-23-1898-proclamation-calling-military-volunteers"
"533","https://millercenter.org/the-presidency/presidential-speeches/april-22-1898-proclamation-regarding-blockade-cuba"
"534","https://millercenter.org/the-presidency/presidential-speeches/december-6-1897-first-annual-message"
"535","https://millercenter.org/the-presidency/presidential-speeches/july-24-1897-message-regarding-banking-and-currency-laws"
"536","https://millercenter.org/the-presidency/presidential-speeches/may-17-1897-message-regarding-relief-americans-cuba"
"537","https://millercenter.org/the-presidency/presidential-speeches/april-11-1898-message-regarding-cuban-civil-war/"
"538","https://millercenter.org/the-presidency/presidential-speeches/march-4-1901-second-inaugural-address/"
"539","https://millercenter.org/the-presidency/presidential-speeches/september-5-1901-speech-buffalo-new-york/"
"540","https://millercenter.org/the-presidency/presidential-speeches/december-9-1908-eighth-annual-message"
"541","https://millercenter.org/the-presidency/presidential-speeches/march-25-1908-message-regarding-labor-legislation"
"542","https://millercenter.org/the-presidency/presidential-speeches/december-3-1907-seventh-annual-message"
"543","https://millercenter.org/the-presidency/presidential-speeches/december-19-1906-message-regarding-disturbances-texas"
"544","https://millercenter.org/the-presidency/presidential-speeches/december-17-1906-message-regarding-conditions-panama"
"545","https://millercenter.org/the-presidency/presidential-speeches/december-11-1906-message-regarding-state-puerto-rico"
"546","https://millercenter.org/the-presidency/presidential-speeches/december-3-1906-sixth-annual-message"
"547","https://millercenter.org/the-presidency/presidential-speeches/june-4-1906-message-regarding-meatpacking-plants"
"548","https://millercenter.org/the-presidency/presidential-speeches/december-5-1905-fifth-annual-message"
"549","https://millercenter.org/the-presidency/presidential-speeches/december-6-1904-fourth-annual-message"
"550","https://millercenter.org/the-presidency/presidential-speeches/september-14-1901-announcement-death-president-mckinley/"
"551","https://millercenter.org/the-presidency/presidential-speeches/december-3-1901-first-annual-message"
"552","https://millercenter.org/the-presidency/presidential-speeches/june-13-1902-message-regarding-us-cuban-relations"
"553","https://millercenter.org/the-presidency/presidential-speeches/december-2-1902-second-annual-message"
"554","https://millercenter.org/the-presidency/presidential-speeches/october-20-1903-message-convening-special-session-congress"
"555","https://millercenter.org/the-presidency/presidential-speeches/november-10-1903-message-regarding-us-cuban-commercial"
"556","https://millercenter.org/the-presidency/presidential-speeches/november-16-1903-message-regarding-panamanian-revolution"
"557","https://millercenter.org/the-presidency/presidential-speeches/december-7-1903-third-annual-message"
"558","https://millercenter.org/the-presidency/presidential-speeches/december-7-1903-message-regarding-treaty-panama"
"559","https://millercenter.org/the-presidency/presidential-speeches/february-11-1904-proclamation-declaring-us-neutrality"
"560","https://millercenter.org/the-presidency/presidential-speeches/march-4-1905-inaugural-address/"
"561","https://millercenter.org/the-presidency/presidential-speeches/january-8-1906-message-regarding-panama-canal/"
"562","https://millercenter.org/the-presidency/presidential-speeches/january-14-1910-message-regarding-environmental-preservation/"
"563","https://millercenter.org/the-presidency/presidential-speeches/january-7-1910-message-regarding-economic-legislation"
"564","https://millercenter.org/the-presidency/presidential-speeches/december-6-1910-second-annual-message"
"565","https://millercenter.org/the-presidency/presidential-speeches/january-26-1911-special-message-canadian-reciprocity"
"566","https://millercenter.org/the-presidency/presidential-speeches/january-26-1911-message-regarding-us-canadian-relations"
"567","https://millercenter.org/the-presidency/presidential-speeches/december-5-1911-third-annual-message"
"568","https://millercenter.org/the-presidency/presidential-speeches/december-7-1909-first-annual-message"
"569","https://millercenter.org/the-presidency/presidential-speeches/june-16-1909-message-regarding-income-tax"
"570","https://millercenter.org/the-presidency/presidential-speeches/march-16-1909-message-regarding-tariff-legislation"
"571","https://millercenter.org/the-presidency/presidential-speeches/march-4-1909-inaugural-address/"
"572","https://millercenter.org/the-presidency/presidential-speeches/november-17-1909-address-tariff-law-1909/"
"573","https://millercenter.org/the-presidency/presidential-speeches/december-3-1912-fourth-annual-message/"
"574","https://millercenter.org/the-presidency/presidential-speeches/december-7-1920-eighth-annual-message"
"575","https://millercenter.org/the-presidency/presidential-speeches/december-2-1919-seventh-annual-message"
"576","https://millercenter.org/the-presidency/presidential-speeches/december-2-1918-sixth-annual-message"
"577","https://millercenter.org/the-presidency/presidential-speeches/december-4-1917-fifth-annual-message"
"578","https://millercenter.org/the-presidency/presidential-speeches/may-19-1917-message-regarding-military-draft"
"579","https://millercenter.org/the-presidency/presidential-speeches/april-6-1917-proclamation-1364"
"580","https://millercenter.org/the-presidency/presidential-speeches/april-2-1917-address-congress-requesting-declaration-war"
"581","https://millercenter.org/the-presidency/presidential-speeches/march-5-1917-second-inaugural-address"
"582","https://millercenter.org/the-presidency/presidential-speeches/february-26-1917-message-regarding-safety-merchant-ships"
"583","https://millercenter.org/the-presidency/presidential-speeches/february-3-1917-message-regarding-us-german-relations"
"584","https://millercenter.org/the-presidency/presidential-speeches/march-4-1913-first-inaugural-address/"
"585","https://millercenter.org/the-presidency/presidential-speeches/april-8-1913-message-regarding-tariff-duties"
"586","https://millercenter.org/the-presidency/presidential-speeches/june-23-1913-message-regarding-banking-system"
"587","https://millercenter.org/the-presidency/presidential-speeches/july-4-1913-address-gettysburg"
"588","https://millercenter.org/the-presidency/presidential-speeches/october-25-1913-address-congress-hall-philadelphia"
"589","https://millercenter.org/the-presidency/presidential-speeches/december-2-1913-first-annual-message"
"590","https://millercenter.org/the-presidency/presidential-speeches/january-20-1914-address-joint-session-congress-trusts-and"
"591","https://millercenter.org/the-presidency/presidential-speeches/april-20-1914-message-regarding-tampico-incident"
"592","https://millercenter.org/the-presidency/presidential-speeches/may-30-1914-memorial-day-address"
"593","https://millercenter.org/the-presidency/presidential-speeches/july-4-1914-fourth-july-address"
"594","https://millercenter.org/the-presidency/presidential-speeches/august-19-1914-message-neutrality"
"595","https://millercenter.org/the-presidency/presidential-speeches/april-17-1917-message-regarding-world-war-i/"
"596","https://millercenter.org/the-presidency/presidential-speeches/january-8-1918-wilsons-fourteen-points/"
"597","https://millercenter.org/the-presidency/presidential-speeches/january-20-1920-americanism/"
"598","https://millercenter.org/the-presidency/presidential-speeches/september-11-1919-safeguarding-america"
"599","https://millercenter.org/the-presidency/presidential-speeches/may-14-1920-readjustment"
"600","https://millercenter.org/the-presidency/presidential-speeches/june-12-1920-speech-accepting-republican-nomination"
"601","https://millercenter.org/the-presidency/presidential-speeches/july-22-1920-enduring-popular-government"
"602","https://millercenter.org/the-presidency/presidential-speeches/july-22-1920-association-nations"
"603","https://millercenter.org/the-presidency/presidential-speeches/july-22-1920-high-wages-high-production"
"604","https://millercenter.org/the-presidency/presidential-speeches/july-22-1920-liberty-under-law"
"605","https://millercenter.org/the-presidency/presidential-speeches/july-22-1920-american-soldier"
"606","https://millercenter.org/the-presidency/presidential-speeches/august-25-1920-republican-party"
"607","https://millercenter.org/the-presidency/presidential-speeches/august-28-1920-america"
"608","https://millercenter.org/the-presidency/presidential-speeches/december-8-1922-second-annual-message"
"609","https://millercenter.org/the-presidency/presidential-speeches/december-6-1921-first-annual-message"
"610","https://millercenter.org/the-presidency/presidential-speeches/may-23-1921-speech-upon-arrival-world-war-one-dead-burial"
"611","https://millercenter.org/the-presidency/presidential-speeches/march-4-1921-inaugural-address/"
"612","https://millercenter.org/the-presidency/presidential-speeches/march-31-1921-nationalism-and-americanism/"
"613","https://millercenter.org/the-presidency/presidential-speeches/november-12-1921-opening-speech-conference-limitation-armament/"
"614","https://millercenter.org/the-presidency/presidential-speeches/december-6-1923-first-annual-message/"
"615","https://millercenter.org/the-presidency/presidential-speeches/december-3-1924-second-annual-message"
"616","https://millercenter.org/the-presidency/presidential-speeches/july-3-1925-centennial-washingtons-command-continental-army"
"617","https://millercenter.org/the-presidency/presidential-speeches/december-8-1925-third-annual-message"
"618","https://millercenter.org/the-presidency/presidential-speeches/july-5-1926-declaration-independence-anniversary-commemoration"
"619","https://millercenter.org/the-presidency/presidential-speeches/december-7-1926-fourth-annual-message"
"620","https://millercenter.org/the-presidency/presidential-speeches/february-22-1927-address-regarding-washingtons-birthday"
"621","https://millercenter.org/the-presidency/presidential-speeches/december-6-1927-fifth-annual-message"
"622","https://millercenter.org/the-presidency/presidential-speeches/december-4-1928-sixth-annual-message"
"623","https://millercenter.org/the-presidency/presidential-speeches/march-4-1925-inaugural-address/"
"624","https://millercenter.org/the-presidency/presidential-speeches/october-20-1925-message-regarding-relationship-church-and/"
"625","https://millercenter.org/the-presidency/presidential-speeches/august-10-1927-address-opening-work-mount-rushmore-black-hills/"
"626","https://millercenter.org/the-presidency/presidential-speeches/december-6-1932-fourth-state-union-address"
"627","https://millercenter.org/the-presidency/presidential-speeches/november-5-1932-campaign-speech-st-paul-minnesota"
"628","https://millercenter.org/the-presidency/presidential-speeches/october-28-1932-campaign-speech-indianapolis-indiana"
"629","https://millercenter.org/the-presidency/presidential-speeches/october-21-1932-campaign-speech-madison-square-garden"
"630","https://millercenter.org/the-presidency/presidential-speeches/may-31-1932-statement-national-economy"
"631","https://millercenter.org/the-presidency/presidential-speeches/december-11-1931-statement-regarding-economic-recovery"
"632","https://millercenter.org/the-presidency/presidential-speeches/december-8-1931-third-state-union-address"
"633","https://millercenter.org/the-presidency/presidential-speeches/october-18-1931-message-regarding-unemployment-relief"
"634","https://millercenter.org/the-presidency/presidential-speeches/september-22-1931-message-gold-standard"
"635","https://millercenter.org/the-presidency/presidential-speeches/june-21-1931-statement-foreign-debts"
"636","https://millercenter.org/the-presidency/presidential-speeches/february-26-1931-veto-messages-regarding-emergency-adjusted"
"637","https://millercenter.org/the-presidency/presidential-speeches/october-25-1929-message-regarding-black-thursday/"
"638","https://millercenter.org/the-presidency/presidential-speeches/september-18-1929-message-regarding-international-peace"
"639","https://millercenter.org/the-presidency/presidential-speeches/november-5-1929-message-economy"
"640","https://millercenter.org/the-presidency/presidential-speeches/november-19-1929-statement-economy"
"641","https://millercenter.org/the-presidency/presidential-speeches/december-3-1929-first-state-union-address"
"642","https://millercenter.org/the-presidency/presidential-speeches/march-7-1930-statement-regarding-business-and-unemployment"
"643","https://millercenter.org/the-presidency/presidential-speeches/april-28-1930-message-regarding-law-enforcement"
"644","https://millercenter.org/the-presidency/presidential-speeches/june-16-1930-message-regarding-smoot-hawley-tariff-act"
"645","https://millercenter.org/the-presidency/presidential-speeches/july-7-1930-message-regarding-london-naval-treaty"
"646","https://millercenter.org/the-presidency/presidential-speeches/october-2-1930-address-american-bankers-association"
"647","https://millercenter.org/the-presidency/presidential-speeches/december-9-1930-message-regarding-unemployment-relief"
"648","https://millercenter.org/the-presidency/presidential-speeches/december-2-1930-second-state-union-address/"
"649","https://millercenter.org/the-presidency/presidential-speeches/february-3-1931-statement-unemployment-relief"
"650","https://millercenter.org/the-presidency/presidential-speeches/august-11-1932-speech-accepting-republican-nomination/"
"651","https://millercenter.org/the-presidency/presidential-speeches/march-1-1945-address-congress-yalta"
"652","https://millercenter.org/the-presidency/presidential-speeches/february-11-1945-joint-statement-churchill-and-stalin-yalta"
"653","https://millercenter.org/the-presidency/presidential-speeches/january-20-1945-fourth-inaugural-address"
"654","https://millercenter.org/the-presidency/presidential-speeches/july-20-1944-democratic-national-convention"
"655","https://millercenter.org/the-presidency/presidential-speeches/june-12-1944-fireside-chat-30-opening-fifth-war-loan-drive"
"656","https://millercenter.org/the-presidency/presidential-speeches/june-5-1944-fireside-chat-29-fall-rome"
"657","https://millercenter.org/the-presidency/presidential-speeches/january-11-1944-fireside-chat-28-state-union"
"658","https://millercenter.org/the-presidency/presidential-speeches/december-24-1943-fireside-chat-27-tehran-and-cairo-conferences"
"659","https://millercenter.org/the-presidency/presidential-speeches/december-1-1943-tehran-declaration"
"660","https://millercenter.org/the-presidency/presidential-speeches/september-8-1943-fireside-chat-26-armistice-italy"
"661","https://millercenter.org/the-presidency/presidential-speeches/july-28-1943-fireside-chat-25-fall-mussolini"
"662","https://millercenter.org/the-presidency/presidential-speeches/may-2-1943-fireside-chat-24-coal-crisis"
"663","https://millercenter.org/the-presidency/presidential-speeches/march-4-1933-first-inaugural-address/"
"664","https://millercenter.org/the-presidency/presidential-speeches/march-12-1933-fireside-chat-1-banking-crisis"
"665","https://millercenter.org/the-presidency/presidential-speeches/may-7-1933-fireside-chat-2-progress-during-first-two-months"
"666","https://millercenter.org/the-presidency/presidential-speeches/july-24-1933-fireside-chat-3-national-recovery-administration"
"667","https://millercenter.org/the-presidency/presidential-speeches/october-22-1933-fireside-chat-4-economic-progress"
"668","https://millercenter.org/the-presidency/presidential-speeches/june-28-1934-fireside-chat-5-addressing-critics"
"669","https://millercenter.org/the-presidency/presidential-speeches/september-30-1934-fireside-chat-6-government-and-capitalism"
"670","https://millercenter.org/the-presidency/presidential-speeches/april-28-1935-fireside-chat-7-works-relief-program-and-social"
"671","https://millercenter.org/the-presidency/presidential-speeches/june-27-1936-democratic-national-convention"
"672","https://millercenter.org/the-presidency/presidential-speeches/september-6-1936-fireside-chat-8-farmers-and-laborers"
"673","https://millercenter.org/the-presidency/presidential-speeches/october-31-1936-speech-madison-square-garden"
"674","https://millercenter.org/the-presidency/presidential-speeches/march-9-1937-fireside-chat-9-court-packing/"
"675","https://millercenter.org/the-presidency/presidential-speeches/january-20-1937-second-inaugural-address"
"676","https://millercenter.org/the-presidency/presidential-speeches/october-5-1937-quarantine-speech"
"677","https://millercenter.org/the-presidency/presidential-speeches/october-12-1937-fireside-chat-10-new-legislation"
"678","https://millercenter.org/the-presidency/presidential-speeches/november-14-1937-fireside-chat-11-unemployment-census"
"679","https://millercenter.org/the-presidency/presidential-speeches/april-14-1938-fireside-chat-12-recession"
"680","https://millercenter.org/the-presidency/presidential-speeches/june-24-1938-fireside-chat-13-purging-democratic-party"
"681","https://millercenter.org/the-presidency/presidential-speeches/july-8-1938-dedication-memorial-northwest-territory"
"682","https://millercenter.org/the-presidency/presidential-speeches/september-3-1939-fireside-chat-14-european-war"
"683","https://millercenter.org/the-presidency/presidential-speeches/may-26-1940-fireside-chat-15-national-defense"
"684","https://millercenter.org/the-presidency/presidential-speeches/june-10-1940-stab-back-speech"
"685","https://millercenter.org/the-presidency/presidential-speeches/july-19-1940-democratic-national-convention"
"686","https://millercenter.org/the-presidency/presidential-speeches/december-8-1941-address-congress-requesting-declaration-war/"
"687","https://millercenter.org/the-presidency/presidential-speeches/september-11-1941-fireside-chat-18-greer-incident"
"688","https://millercenter.org/the-presidency/presidential-speeches/december-9-1941-fireside-chat-19-war-japan"
"689","https://millercenter.org/the-presidency/presidential-speeches/december-11-1941-message-congress-requesting-war-declarations"
"690","https://millercenter.org/the-presidency/presidential-speeches/february-23-1942-fireside-chat-20-progress-war"
"691","https://millercenter.org/the-presidency/presidential-speeches/april-28-1942-fireside-chat-21-sacrifice"
"692","https://millercenter.org/the-presidency/presidential-speeches/september-7-1942-fireside-chat-22-inflation-and-food-prices"
"693","https://millercenter.org/the-presidency/presidential-speeches/october-12-1942-fireside-chat-23-home-front"
"694","https://millercenter.org/the-presidency/presidential-speeches/january-7-1943-state-union-address"
"695","https://millercenter.org/the-presidency/presidential-speeches/may-8-1945-announcing-surrender-germany/"
"696","https://millercenter.org/the-presidency/presidential-speeches/august-6-1945-statement-president-announcing-use-bomb"
"697","https://millercenter.org/the-presidency/presidential-speeches/august-9-1945-radio-report-american-people-potsdam-conference"
"698","https://millercenter.org/the-presidency/presidential-speeches/september-1-1945-announcing-surrender-japan"
"699","https://millercenter.org/the-presidency/presidential-speeches/october-27-1945-navy-day-address"
"700","https://millercenter.org/the-presidency/presidential-speeches/june-29-1947-address-naacp"
"701","https://millercenter.org/the-presidency/presidential-speeches/july-15-1948-democratic-national-convention"
"702","https://millercenter.org/the-presidency/presidential-speeches/september-18-1948-whistlestop-tour-chariton-iowa"
"703","https://millercenter.org/the-presidency/presidential-speeches/september-18-1948-whistlestop-tour-trenton-missouri"
"704","https://millercenter.org/the-presidency/presidential-speeches/january-15-1953-farewell-address"
"705","https://millercenter.org/the-presidency/presidential-speeches/october-22-1952-rear-platform-remarks"
"706","https://millercenter.org/the-presidency/presidential-speeches/march-29-1952-jefferson-jackson-day-dinner"
"707","https://millercenter.org/the-presidency/presidential-speeches/march-15-1952-columbia-scholastic-press-association"
"708","https://millercenter.org/the-presidency/presidential-speeches/april-11-1951-report-american-people-korea"
"709","https://millercenter.org/the-presidency/presidential-speeches/january-20-1949-inaugural-address"
"710","https://millercenter.org/the-presidency/presidential-speeches/november-3-1948-victory-celebration"
"711","https://millercenter.org/the-presidency/presidential-speeches/april-16-1945-first-speech-congress/"
"712","https://millercenter.org/the-presidency/presidential-speeches/march-12-1947-truman-doctrine/"
"713","https://millercenter.org/the-presidency/presidential-speeches/june-20-1947-veto-taft-hartley-bill/"
"714","https://millercenter.org/the-presidency/presidential-speeches/september-23-1952-checkers-speech"
"715","https://millercenter.org/the-presidency/presidential-speeches/august-23-1956-republican-national-convention"
"716","https://millercenter.org/the-presidency/presidential-speeches/december-8-1953-atoms-peace"
"717","https://millercenter.org/the-presidency/presidential-speeches/april-16-1953-chance-peace"
"718","https://millercenter.org/the-presidency/presidential-speeches/january-20-1953-first-inaugural-address/"
"719","https://millercenter.org/the-presidency/presidential-speeches/january-5-1957-eisenhower-doctrine/"
"720","https://millercenter.org/the-presidency/presidential-speeches/january-17-1961-farewell-address/"
"721","https://millercenter.org/the-presidency/presidential-speeches/october-22-1962-address-buildup-arms-cuba"
"722","https://millercenter.org/the-presidency/presidential-speeches/june-10-1963-american-university-commencement"
"723","https://millercenter.org/the-presidency/presidential-speeches/june-26-1963-ich-bin-ein-berliner-speech"
"724","https://millercenter.org/the-presidency/presidential-speeches/october-26-1963-remarks-amherst-college"
"725","https://millercenter.org/the-presidency/presidential-speeches/september-26-1963-address-mormon-tabernacle"
"726","https://millercenter.org/the-presidency/presidential-speeches/september-20-1963-address-un-general-assembly"
"727","https://millercenter.org/the-presidency/presidential-speeches/july-26-1963-address-nuclear-test-ban-treaty"
"728","https://millercenter.org/the-presidency/presidential-speeches/june-5-1963-remarks-us-air-force-academy"
"729","https://millercenter.org/the-presidency/presidential-speeches/may-18-1963-90th-anniversary-vanderbilt-university"
"730","https://millercenter.org/the-presidency/presidential-speeches/january-14-1963-state-union-address"
"731","https://millercenter.org/the-presidency/presidential-speeches/september-30-1962-address-situation-university-mississippi"
"732","https://millercenter.org/the-presidency/presidential-speeches/january-20-1961-inaugural-address/"
"733","https://millercenter.org/the-presidency/presidential-speeches/january-9-1961-city-upon-hill-speech"
"734","https://millercenter.org/the-presidency/presidential-speeches/january-30-1961-state-union"
"735","https://millercenter.org/the-presidency/presidential-speeches/february-21-1961-remarks-youth-fitness-program"
"736","https://millercenter.org/the-presidency/presidential-speeches/march-1-1961-establishment-peace-corps"
"737","https://millercenter.org/the-presidency/presidential-speeches/march-13-1961-address-diplomatic-corps-latin-america"
"738","https://millercenter.org/the-presidency/presidential-speeches/april-20-1961-address-american-association-newspaper-editors"
"739","https://millercenter.org/the-presidency/presidential-speeches/april-27-1961-president-and-press-speech"
"740","https://millercenter.org/the-presidency/presidential-speeches/may-3-1961-remarks-george-washington"
"741","https://millercenter.org/the-presidency/presidential-speeches/may-17-1961-address-canadian-parliament"
"742","https://millercenter.org/the-presidency/presidential-speeches/june-6-1961-report-american-people-returning-europe"
"743","https://millercenter.org/the-presidency/presidential-speeches/may-25-1961-goal-sending-man-moon/"
"744","https://millercenter.org/the-presidency/presidential-speeches/june-7-1961-remarks-graduating-class-us-naval-academy"
"745","https://millercenter.org/the-presidency/presidential-speeches/july-25-1961-report-berlin-crisis"
"746","https://millercenter.org/the-presidency/presidential-speeches/september-25-1961-address-un-general-assembly"
"747","https://millercenter.org/the-presidency/presidential-speeches/october-12-1961-address-university-north-carolina"
"748","https://millercenter.org/the-presidency/presidential-speeches/november-11-1961-remarks-veterans-day-ceremony"
"749","https://millercenter.org/the-presidency/presidential-speeches/november-16-1961-university-washingtons-100th-anniversary"
"750","https://millercenter.org/the-presidency/presidential-speeches/december-6-1961-address-national-association-manufacturers"
"751","https://millercenter.org/the-presidency/presidential-speeches/december-7-1961-address-miami-opening-afl-cio-convention"
"752","https://millercenter.org/the-presidency/presidential-speeches/december-11-1961-remarks-un-delegation-women"
"753","https://millercenter.org/the-presidency/presidential-speeches/june-11-1963-address-civil-rights/"
"754","https://millercenter.org/the-presidency/presidential-speeches/march-15-1965-speech-congress-voting-rights"
"755","https://millercenter.org/the-presidency/presidential-speeches/august-6-1965-remarks-signing-voting-rights-act"
"756","https://millercenter.org/the-presidency/presidential-speeches/march-31-1968-remarks-decision-not-seek-re-election"
"757","https://millercenter.org/the-presidency/presidential-speeches/january-14-1969-state-union-address"
"758","https://millercenter.org/the-presidency/presidential-speeches/october-31-1968-remarks-cessation-bombing-north-vietnam"
"759","https://millercenter.org/the-presidency/presidential-speeches/july-1-1968-remarks-signing-nuclear-nonproliferation-treaty"
"760","https://millercenter.org/the-presidency/presidential-speeches/april-11-1968-remarks-signing-civil-rights-act"
"761","https://millercenter.org/the-presidency/presidential-speeches/april-3-1968-press-conference"
"762","https://millercenter.org/the-presidency/presidential-speeches/april-1-1968-address-national-association-broadcasters"
"763","https://millercenter.org/the-presidency/presidential-speeches/january-17-1968-state-union-address"
"764","https://millercenter.org/the-presidency/presidential-speeches/december-19-1967-conversation-president-lyndon-johnson"
"765","https://millercenter.org/the-presidency/presidential-speeches/november-17-1967-press-conference"
"766","https://millercenter.org/the-presidency/presidential-speeches/september-29-1967-speech-vietnam"
"767","https://millercenter.org/the-presidency/presidential-speeches/august-18-1967-press-conference"
"768","https://millercenter.org/the-presidency/presidential-speeches/november-27-1963-address-joint-session-congress/"
"769","https://millercenter.org/the-presidency/presidential-speeches/may-30-1963-remarks-gettysburg-civil-rights"
"770","https://millercenter.org/the-presidency/presidential-speeches/november-28-1963-thanksgiving-message"
"771","https://millercenter.org/the-presidency/presidential-speeches/december-17-1963-address-un-general-assembly"
"772","https://millercenter.org/the-presidency/presidential-speeches/january-8-1964-state-union"
"773","https://millercenter.org/the-presidency/presidential-speeches/february-1-1964-press-conference"
"774","https://millercenter.org/the-presidency/presidential-speeches/february-21-1964-remarks-ninety-sixth-charter-day-observances"
"775","https://millercenter.org/the-presidency/presidential-speeches/february-29-1964-press-conference-state-department"
"776","https://millercenter.org/the-presidency/presidential-speeches/march-7-1964-press-conference-white-house"
"777","https://millercenter.org/the-presidency/presidential-speeches/april-16-1964-press-conference-state-department"
"778","https://millercenter.org/the-presidency/presidential-speeches/april-20-1964-speech-associated-press-luncheon"
"779","https://millercenter.org/the-presidency/presidential-speeches/may-6-1964-press-conference-south-lawn"
"780","https://millercenter.org/the-presidency/presidential-speeches/july-2-1964-remarks-upon-signing-civil-rights-bill/"
"781","https://millercenter.org/the-presidency/presidential-speeches/may-22-1964-remarks-university-michigan"
"782","https://millercenter.org/the-presidency/presidential-speeches/july-24-1964-press-conference-state-department"
"783","https://millercenter.org/the-presidency/presidential-speeches/august-4-1964-report-gulf-tonkin-incident"
"784","https://millercenter.org/the-presidency/presidential-speeches/august-5-1964-remarks-vietnam-syracuse-university"
"785","https://millercenter.org/the-presidency/presidential-speeches/august-27-1964-acceptance-speech-democratic-national"
"786","https://millercenter.org/the-presidency/presidential-speeches/october-9-1964-speech-jung-hotel-new-orleans"
"787","https://millercenter.org/the-presidency/presidential-speeches/october-18-1964-report-nation-events-china-and-ussr"
"788","https://millercenter.org/the-presidency/presidential-speeches/january-4-1965-state-union"
"789","https://millercenter.org/the-presidency/presidential-speeches/february-4-1965-press-conference"
"790","https://millercenter.org/the-presidency/presidential-speeches/march-13-1965-press-conference-white-house"
"791","https://millercenter.org/the-presidency/presidential-speeches/january-20-1965-inaugural-address/"
"792","https://millercenter.org/the-presidency/presidential-speeches/march-20-1965-press-conference-lbj-ranch"
"793","https://millercenter.org/the-presidency/presidential-speeches/march-26-1965-remarks-reception-astronauts-grissom-and-young"
"794","https://millercenter.org/the-presidency/presidential-speeches/march-26-1965-statement-arrests-violo-liuzzo-murder"
"795","https://millercenter.org/the-presidency/presidential-speeches/april-7-1965-address-johns-hopkins-university"
