"","date","text"
"224","December 03, 1822","President Monroe begins his speech by introducing a new commerce treaty with France for ratification and then details the state of commerce with other nations. He also addresses military issues before listing the shortfalls typically assumed inherent in free nations and stating his full confidence in the effectiveness of the United States."
"225","December 03, 1821","Fellow Citizens of the Senate and of the House of Representatives:"
"226","November 14, 1820","After abstractly discussing the blessings given to Americans, Monroe touches on foreign relations with Spain, France, and Britain. Monroe also sums up domestic affairs with an overview of military operations and the national budget."
"227","December 07, 1819","Fellow Citizens of the Senate and of the House of Representatives:"
"228","November 16, 1818","Fellow Citizens of the Senate and of the House of Representatives:"
"229","December 02, 1817","President Monroe discusses relations with Britain and Spain, the signing of the Treaty of Ghent, and territorial disputes in Florida and Texas within the United States. He also outlines the state of the Treasury and the military in some detail."
"230","February 24, 1841","In 1839 59 African captives who were illegally captured revolted and took control of the Spanish ship La Amistad on which they were traveling outside of Cuba. A United States navy ship seized La Amistad off of Long Island and took the Africans to Connecticut where they fought the Spanish request to be returned to Spain as property of the country. Roger Sherman Baldwin and John Quincy Adams won this landmark case for the Africans, who eventually were able to return to Africa."
"231","December 02, 1828","President Adams asks Congress to consider a new commerce treaties and changes in commerce with Great Britain, Austria-Hungary, and Mexico. Finally, the President explains the state of the budget and how the tariffs affect public works improvements and the overall commerce of the country."
"232","December 04, 1827","Adams devotes the majority of his remarks to the progress of various conventions and treaties, specifically those with Russia, Britain, France, and Sweden. The President then briefly reviews the various internal surveys that have been completed."
"233","December 05, 1826","Adams gives a detailed report on the state of relations with all the European nations and the South American nations. The President also discusses the military extensively, including its budget, organization, and training."
"234","December 06, 1825","President John Quincy Adams reviews the state of foreign affairs and commerce before giving detailed information about the national finances. Adams also discusses many internal matters, such as the military, treaties with the Indians, and internal improvements to the infrastructure."
"235","July 04, 1821","While Secretary of State, Adams delivers a speech praising the virtues of America on Independence Day. He stresses that America has been devoted to the principles of freedom, independence and peace. This is an excerpt of the full speech. "
"236","March 04, 1829","There is no summary for this speech."
"237","September 18, 1833","There is no summary for this speech."
"238","April 15, 1834","Viewing his reelection as a mandate to continue his war against the Second Bank of the United States, Jackson issues an order for the Treasury Department to withdrawal federal deposits from the Bank of the United States and place them in state banks. When Secretary of the Treasury William Duane refuses, Jackson fires him. On March 28, the Senate, led by Clay, Calhoun and Daniel Webster, passes a resolution of censure admonishing Jackson. The censure will be officially expunged from the record on January 16, 1837, the result of political bargaining."
"239","March 04, 1837","There is no summary for this speech."
"240","December 21, 1836","There is no summary for this speech."
"241","December 05, 1836","In his final annual address, Jackson gives a positive assessment of America's position both domestically and globally. The President spends the majority of his message detailing the state of commerce and the state of the national economy, evaluating such factors as the public debt, currency rates, and the new banking legislation."
"242","December 07, 1835","There is no summary for this speech."
"243","December 01, 1834","President Jackson seeks to regulate banks, reorganize the government's administration, and reshape the political system, calling on Congress to pass legislation to control federal funds in banks in his sixth annual message. The President also details the crisis with the French over ""unprovoked aggressions upon our commerce."""
"244","April 21, 1834","There is no summary for this speech."
"245","December 12, 1833","There is no summary for this speech."
"246","December 03, 1833","There is no summary for this speech."
"247","March 04, 1833","In a brief speech, Jackson praises his administration's success in foreign policy and pledges to both respect state's rights and uphold the integrity of the Union in the domestic sphere."
"248","December 06, 1831","President Jackson devotes the majority of his remarks to foreign affairs, reviewing new events in Britain, France, and Spain and focusing especially on matters of trade. Jackson also recommends new consular laws to avoid defection, and he submits a report from the secretary of state to Congress."
"249","December 04, 1832","The President details relations with Latin American countries, Britain and Spain, before reviewing the state of the domestic finances. Jackson devotes the remainder of his speech to economic matters, principally the national debt and manufacturing."
"250","December 06, 1832","There is no summary for this speech."
"251","December 10, 1832","Jackson issues the Nullification Proclamation, reaffirming his belief that states and municipalities are forbidden from nullifying federal laws."
"252","September 04, 1837","There is no summary for this speech."
"253","January 05, 1838","There is no summary for this speech."
"254","December 03, 1838","President Van Buren stresses the necessity of creating more laws to protect public money, proposing to reorganize parts of the Department of Treasury in order to accomplish these reforms. The President discusses at length other domestic matters, before making a positive assessment of the renewal of friendly relations between the United States and Mexico with the signing of a new treaty."
"255","December 02, 1839","Van Buren reestablishes his proposal for total divorce of the Treasury from the banks, warning that through credit, banks were forming a chain of dependence on the money power in England, which meant the American economy would feel the ups and downs of the English economy. The President also summarizes the settlement procedures to establish a firm boundary between the United States and Canada with Britain."
"256","December 05, 1840","In his final message before leaving office after being defeated by Harrison, President Van Buren proudly points to his main achievements: not increasing taxes or the national debt and not turning for help to a new national bank. Significantly, Van Buren does not mention abolitionism or slavery, demonstrating the balance he showed in trying to preserve the Union."
"257","January 02, 1841","Van Buren reads to the House of Representatives a correspondence between the secretary of state and the British minister on the subject of the destruction of the steamboat Caroline and the involvement of Mr. Alexander McLeod."
"258","June 01, 1841","There is no summary for this speech."
"259","August 16, 1841","There is no summary for this speech."
"260","September 09, 1841","President Tyler vetoes a second bill for the establishment of a National Bank of the United States.  As a result of this veto, Tyler's entire Cabinet resigned, with the exception of Secretary of State Daniel Webster."
"261","March 25, 1842","There is no summary for this speech."
"262","May 10, 1842","Tyler recommends ending the costly, ineffective military efforts against the Indians in the region and enabling the settlers in the region to defend themselves if necessary."
"263","August 09, 1842","There is no summary for this speech."
"264","August 11, 1842","President Tyler addresses the Senate on recent negotiations with Britain. The signing of the Webster-Ashburton Treaty with Great Britain on August 9, 1842 normalized U.S.-British relations by adjusting the Maine-Brunswick border, settling boundary issues around western Lake Superior, and resurveying numerous smaller borders."
"265","December 06, 1842","There is no summary for this speech."
"266","December 18, 1844","There is no summary for this speech."
"267","December 03, 1844","There is no summary for this speech."
"268","June 11, 1844","There is no summary for this speech."
"269","April 09, 1844","There is no summary for this speech."
"270","December 05, 1843","There is no summary for this speech."
"271","December 30, 1842","There is no summary for this speech."
"272","February 08, 1849","There is no summary for this speech."
"273","January 02, 1849","There is no summary for this speech."
"274","December 05, 1848","There is no summary for this speech."
"275","August 01, 1848","President Polk requests that the army remain at its war-time size during peace time after the Mexican-American war."
"276","July 06, 1848","There is no summary for this speech."
"277","July 04, 1848","There is no summary for this speech."
"278","May 29, 1848","President Polk requests that Congress allow the Oregon Territory to establish a territorial government and “to raise an adequate volunteer force for the defense and protection of its inhabitants.”"
"279","April 03, 1848","There is no summary for this speech."
"280","February 22, 1848","There is no summary for this speech."
"281","December 07, 1847","There is no summary for this speech."
"282","February 13, 1847","There is no summary for this speech."
"283","April 13, 1846","There is no summary for this speech."
"284","May 13, 1846","There is no summary for this speech."
"285","August 03, 1846","President Polk vetoes a river and harbors bill which would have provided federal funding for internal improvements. Like Andrew Jackson in his veto of the Maysville Road bill, Polk argues that this bill unfairly favors particular areas, including ports which have no foreign trade and, therefore,  is unconstitutional."
"286","August 05, 1846","There is no summary for this speech."
"287","August 07, 1846","There is no summary for this speech."
"288","August 08, 1846","President Polk requests appropriations from Congress to negotiate a settlement with Mexico."
"289","December 08, 1846","There is no summary for this speech."
"290","December 29, 1846","There is no summary for this speech."
"291","December 13, 1850","There is no summary for this speech."
"292","December 02, 1851","There is no summary for this speech."
"293","December 02, 1856","Fellow-Citizens of the Senate and of the House of Representatives: "
"294","August 21, 1856","There is no summary for this speech."
"295","February 11, 1856","There is no summary for this speech."
"296","December 31, 1855","Fellow-Citizens of the Senate and of the House of Representatives: "
"297","December 30, 1854","There is no summary for this speech."
"298","December 04, 1854","Fellow-Citizens of the Senate and of the House of Representatives: "
"299","August 04, 1854","There is no summary for this speech."
"300","August 01, 1854","There is no summary for this speech."
"301","March 14, 1854","There is no summary for this speech."
"302","February 10, 1854","There is no summary for this speech."
"303","December 05, 1853","Fellow-Citizens of the Senate and of the House of Representatives: "
"304","January 18, 1854","Whereas information has been received by me that an unlawful expedition has been fitted out in the State of California with a view to invade Mexico, a nation maintaining friendly relations with the United States, and that other expeditions are organizing within the United States for the same unlawful purpose; and"
"305","December 03, 1860","There is no summary for this speech."
"306","January 28, 1861","There is no summary for this speech."
"307","June 22, 1860","There is no summary for this speech."
"308","May 19, 1860","There is no summary for this speech."
"309","March 28, 1860","There is no summary for this speech."
"310","February 24, 1859","There is no summary for this speech."
"311","February 18, 1859","There is no summary for this speech."
"312","December 06, 1858","There is no summary for this speech."
"313","February 02, 1858","There is no summary for this speech."
"314","December 08, 1857","There is no summary for this speech."
"315","January 01, 1863","There is no summary for this speech."
"316","July 04, 1861","Between the fall of Fort Sumter on April 13, 1861, and July of that same year, President Lincoln took a number of actions in response to secession without Congressional approval. In this special message to Congress, Lincoln asks Congress to validate his actions by authorizing them after the fact. This message also marks Lincoln's first full explanation of the purpose of the war."
"317","December 03, 1861","There is no summary for this speech."
"318","March 04, 1865","Just over a month before his assassination, Lincoln gives his brief yet poignant second Inaugural Address. With the end of the Civil War rapidly approaching, Lincoln uses the opportunity to look toward the eventual peace and reconstruction of the Union. He begins his closing remarks with the famous words ""With malice toward none; with charity for all."""
"319","December 06, 1864","There is no summary for this speech."
"320","December 08, 1863","There is no summary for this speech."
"321","August 26, 1863","President Lincoln wrote this letter to his friend James Conkling, and it is read at a rally in Springfield, Illinois, supporting the Union. In this letter, the President vigorously defends his Emancipation Proclamation."
"322","December 01, 1862","There is no summary for this speech."
"323","February 11, 1861","My friends---No one, not in my situation, can appreciate my feeling of sadness at this parting. To this place, and the kindness of these people, I owe every thing. Here I have lived a quarter of a century, and have passed from a young to an old man. Here my children have been born, and one is buried. I now leave, not knowing when, or whether ever, I may return, with a task before me greater than that which rested upon Washington. Without the assistance of that Divine Being, who ever attended him, I cannot succeed. With that assistance I cannot fail. Trusting in Him, who can go with me, and remain with you and be every where for good, let us confidently hope that all will yet be well. To His care commending you, as I hope in your prayers you will commend me, I bid you an affectionate farewell. "
"324","February 27, 1860","In this address, Abraham Lincoln argues that the Constitution as interpreted by the 39 signers of the document allows for federal control over the spread of slavery into the federal territories. This speech helped establish Lincoln as one of the leaders of the Republican Party."
"325","October 16, 1854","In this three hour speech, Lincoln argues against the Kansas-Nebraska Act and its underlying concept of popular sovereignty. The new law repealed the Missouri Compromise in that it allowed for slave states North of 36 30' latitude. Shortly after the passage of the act, opponents of the law formed the Republican Party."
"326","April 29, 1865","There is no summary for this speech."
"327","May 02, 1865","There is no summary for this speech."
"328","May 29, 1865","President Johnson reestablishes a state government in the former Confederate state of North Carolina. In the following months, President Johnson will establish new state governments in Mississippi, Georgia, Texas, Alabama, South Carolina, and Florida."
"329","June 02, 1865","There is no summary for this speech."
"330","June 06, 1865","There is no summary for this speech."
"331","December 04, 1865","There is no summary for this speech."
"332","December 18, 1865","There is no summary for this speech."
"333","February 19, 1866","There is no summary for this speech."
"334","March 27, 1866","There is no summary for this speech."
"335","July 20, 1868","There is no summary for this speech."
"336","July 18, 1868","There is no summary for this speech."
"337","June 20, 1868","President Johnson vetoes a bill that would impose conditions for readmitting the State of Arkansas to representation in Congress, deeming the legislation unconstitutional. Johnson later vetoes a similar bill to readmit the states of North Carolina, South Carolina, Louisiana, Georgia , Alabama, and Florida to representation in Congress, citing similar objections in his veto message."
"338","March 25, 1868","There is no summary for this speech."
"339","February 22, 1868","On February 21, 1868, President Johnson formally removed Stanton and gave control of the War Department to General Lorenzo Thomas. Stanton, however, refused to adhere to Johnson's decision and barricades himself in his cabinet office for roughly two months. President Johnson's actions violate the Tenure of Office Act and begin the impeachment crisis."
"340","February 11, 1868","President Johnson submits to Congress his recent correspondence with General U.S. Grant. On January 14, 1868 Ad Interim Secretary of War Grant informed Johnson that he would vacate his post and return it to Stanton. "
"341","December 12, 1867","Communication from the President Johnson to the US Senate regarding the suspension of Edwin M. Stanton from the office of Secretary of War."
"342","December 03, 1867","There is no summary for this speech."
"343","September 07, 1867","There is no summary for this speech."
"344","July 19, 1867","There is no summary for this speech."
"345","June 20, 1867","There is no summary for this speech."
"346","July 24, 1866","There is no summary for this speech."
"347","August 20, 1866","There is no summary for this speech."
"348","December 03, 1866","There is no summary for this speech."
"349","January 28, 1867","There is no summary for this speech."
"350","January 29, 1867","There is no summary for this speech."
"351","March 02, 1867","There is no summary for this speech."
"352","March 23, 1867","There is no summary for this speech."
"353","January 29, 1877","The 1876 presidential election results are inconclusive. Tilden appears to have a 300,000 edge in the popular vote as well as 184 electoral votes to Hayes's 165. But the returns from Florida, Louisiana, and South Carolina, representing 19 electoral votes, are disputed. In January, 1877, both parties in Congress agree to establish a commission, composed of five members of each house of Congress and five members of the Supreme Court, to determine results of the contested presidential election. In this address to the Senate, President Grant states his approval of Congress’s plan for settling the dispute."
"354","June 26, 1876","There is no summary for this speech."
"355","May 04, 1876","There is no summary for this speech."
"356","December 07, 1875","There is no summary for this speech."
"357","April 18, 1875","Grant vetoes a bill that would have fixed the salary of the President."
"358","January 14, 1875","
Grant sends a special message to Congress approving  the Specie Resumption Act, allowing fractional currency and legal-tender notes to be redeemed for coin, beginning January 1, 1879. Sponsored by John Sherman, the bill also increases the number of national banks throughout the country.
 "
"359","December 07, 1874","There is no summary for this speech."
"360","September 15, 1874","Grant calls for the dispersal of the rebellious ""White League"" in Louisiana. Grant sends five thousand troops and three gunboats to New Orleans; the resistance ends two days later. Grant and the Republicans are criticized severely for the intervention."
"361","April 22, 1874","After vacillating on the issue, Grant vetoes the inflation bill, passed by Congress, which would have increased the money supply by $100 million to alleviate the effects of the depression. Grant understands the motivation behind the measure but believes that inflating the currency is a dangerous strategy."
"362","December 01, 1873","There is no summary for this speech."
"363","April 07, 1869","In this message to Congress, President Grant asks Congress to allow the citizens of Virginia to vote on a new state constitution so the State of Virginia may be restored “to its proper relations to the Union.”"
"364","May 14, 1869","President Grant's proclamation submits the new Virginia state constitution for ratification by the citizens of Virginia. Two sections of the constitution are submitted to a separate vote. In July of the same year, President Grant will issue a similar proclamation for the State of Mississippi (Proclamation 184)."
"365","May 19, 1869","President Grant establishes an eight hour work day for Federal Government employees."
"366","December 06, 1869","There is no summary for this speech."
"367","March 30, 1870","President Grant announces the ratification of the Fifteenth Amendment to the United States Constitution to the Senate and House of Representatives. The amendment makes black male suffrage universal, stipulating that no state shall deprive any citizen of the right to vote because of “race, color, or previous condition of servitude.” The suffrage amendment is only partially successful. During Reconstruction, black men vote frequently; following Reconstruction, however, whites use discriminatory laws and taxes to disenfranchise black men."
"368","May 24, 1870","President Grant issues a statement against the attempts of the Fenian Brotherhood to damage Anglo-United States relations by attacking Canada. The next day, the Fenian Army of Vermont attempts to invade Canada but is driven back. The British government agrees to handle compensation for Canada in the Treaty of Washington in 1871, which will be signed by both nations on May 8, 1871."
"369","May 31, 1870","In an address to the Senate, President Grant advocates for the annexation of the Dominican Republic to the United States."
"370","June 13, 1870","There is no summary for this speech."
"371","July 14, 1870","President Grant transmits to the Senate a report from the Secretary of State, Hamilton Fish, detailing the history, development, and current condition of the  relations between the United States and other American countries."
"372","August 22, 1870","President Grant issues a proclamation establishing and enforcing U.S. neutrality in the war between France and the North German Confederation."
"373","June 22, 1877","Following John Jay's investigation of the New York Customhouse, Hayes issues this Executive Order, which forbids the involvement of federal employees in political activities. The President takes such action in the hope that it will curtail corruption; the Executive Order stipulates that those in office can no longer be dismissed for political reasons. These events testify to Hayes's interest in civil service reform."
"374","July 18, 1877","President Hayes sends federal troops to protect mail and quell the riots that take place in numerous cities as part of the Great Railroad Strike of 1877.  Following pay cuts, the strike begins on the Baltimore and Ohio (B&O) line at Camden Junction, Maryland; additional strikes will follow, lasting a month. Lacking organization, the strikes frequently degenerate into mob activity. The strike will lead to anti-Chinese attacks in San Francisco during the fall."
"375","February 08, 1878","President Hayes vetoes the Bland-Allison Act, advocated by farmers and debtors, but Congress passes the measure over his veto. The act calls for the resumption of silver coinage at a rate between $2 and $4 million per month."
"376","December 02, 1878","There is no summary for this speech."
"377","April 26, 1879","President Hayes issues a Presidential Proclamation warning against settlement on Indian territory."
"378","April 29, 1879","Congress passes the Army Appropriations Bill, which includes a ""rider"" forbidding the use of federal troops at polls. Many regard this as an attempt to nullify black voting rights and Hayes vetoes the bill, but the House sustains the veto. Hayes again vetoes the rebuffed version, and many Republicans feel the veto secures the election of 1880."
"379","May 12, 1879","President Hayes vetoes a bill that would prohibit the employment of military force at any election polling place, stating the Federal Government’s right and duty to use military force to enforce the U.S. Constitution and laws. Hayes is also concerned that this bill subordinates the National Government to State authority and supervision."
"380","May 29, 1879","President Hayes vetoes a version of the appropriations bill for the third time. On June 23, Hayes votes a later bill, which excludes ""certain judicial expenses"" forbidding the army to ""police the polls."" Hayes will eventually agree to this language after vetoing several other pieces of legislation that would have prohibited any “military interference at elections.”"
"381","March 03, 1881","Concerned that it will harm the national banking system, President Hayes vetoes a bill “to facilitate the refunding of the national debt.”"
"382","June 15, 1880","There is no summary for this speech."
"383","March 08, 1880","In this speech to the Senate, President Hayes continues to support a Central American canal to unite the Atlantic and Pacific oceans. Following the trip to America by French diplomat Ferdinand de Lesseps -- the builder of the Suez Canal in Egypt -- Hayes states that ""the policy of this country is a canal under American control."""
"384","December 01, 1879","There is no summary for this speech."
"385","January 11, 1897","President Cleveland transmits to the Senate a treaty of arbitration between The United States and Britain to end the Venezuelan dispute which began in December 1894."
"386","December 07, 1896","There is no summary for this speech."
"387","July 27, 1896","President Cleveland issues a Presidential Proclamation stating the continuation of US neutrality in the civil disturbance in Cuba."
"388","December 20, 1895","There is no summary for this speech."
"389","December 17, 1895","From December 1894 through June 1897, the United States intervenes in a boundary dispute between Venezuela and Britain, eventually invoking the Monroe Doctrine to assert its rights. Britain ultimately agrees to arbitration rather than going to war with the United States."
"390","December 02, 1895","There is no summary for this speech."
"391","June 12, 1895","President Cleveland issues a proclamation declaring the neutrality of the United States in the Cuban revolution against Spanish rule. American sympathy lies with the rebels. However, under the Cleveland administration, the United States adopts a policy of neutrality; this changes during the administration of President William McKinley."
"392","June 12, 1895","President Cleveland issues a proclamation declaring the neutrality of the United States in the Cuban revolution against Spanish rule. American sympathy lies with the rebels. However, under the Cleveland administration, the United States adopts a policy of neutrality. This changes, however, during the administration of President William McKinley."
"393","February 08, 1895","President Cleveland sends a message to Congress announcing a third treasury bond sale to a syndicate headed by J.P. Morgan, which restores gold reserves and validates the credit of the government."
"394","January 28, 1895","There is no summary for this speech."
"395","December 03, 1894","There is no summary for this speech."
"396","July 01, 1884","President Arthur issues a proclamation warning against settlement on the Oklahoma lands of the Indian Territory."
"397","December 04, 1883","There is no summary for this speech."
"398","December 04, 1882","To the Senate and House of Representatives of the United States:"
"399","August 01, 1882","President Arthur vetoes the River and Harbor Act, a pork-barrel piece of legislation that he claimed would benefit only ""particular localities."" Congress overrides the veto and passes the legislation the next day."
"400","July 01, 1882","Arthur vetoes the Carriage of Passengers at Sea Bill, a steamboat safety bill, claiming that it contains several major technical errors."
"401","April 18, 1882","President Arthur asks for Congressional consent to convene an international congress of representatives from North and South American countries in Washington D.C."
"402","December 06, 1881","To the Senate and House of Representatives of the United States: "
"403","December 08, 1885","There is no summary for this speech."
"404","March 01, 1886","Following violent attacks against Chinese immigrants in the Western United States, Cleveland asks Congress to reconsider legislation dealing with Chinese workers in the United States."
"405","April 22, 1886","In a message to Congress, President Cleveland asserts that labor is a vital element of national prosperity and should be a concern of the federal government. He suggests the creation of a government committee to resolve disputes between labor and capital, making him the first President to do so."
"406","May 08, 1886","President Cleveland vetoes the first of several bills granting military pensions to Civil War Union veterans who had appealed to Congress after their claims were rejected by the Pensions Bureau. Hundreds of these claims are bogus."
"407","May 11, 1886","President Cleveland recommends to Congress that the nation accept France's gift of the Statue of Liberty. The gift commemorates the alliance between the two countries during the Revolutionary War. The statue will be placed on Liberty Island, adjacent to Ellis Island off the New Jersey coast. Ellis Island will serve as a welcoming center for the soaring number of immigrants to New York City."
"408","July 14, 1886","Cleveland warns government employees against using their official positions for political purposes."
"409","December 06, 1886","There is no summary for this speech."
"410","February 11, 1887","Cleveland vetoes the Dependent Pension Bill, which would have given a military pension to anyone serving a minimum of ninety days in any war. He argues that the bill will only encourage fraudulent assertions."
"411","February 16, 1887","President Cleveland vetoes the Texas Seed Bill, which was designed to provide relief to drought-stricken farmers. Cleveland believes the bill oversteps the powers of the federal government."
"412","December 06, 1887","There is no summary for this speech."
"413","December 03, 1888","There is no summary for this speech."
"414","August 08, 1893","There is no summary for this speech."
"415","December 04, 1893","There is no summary for this speech."
"416","March 29, 1894","There is no summary for this speech."
"417","April 04, 1889","President Harrison issues a Presidential Proclamation commemorating the centennial of George Washington’s inauguration."
"418","December 03, 1889","There is no summary for this speech."
"419","April 19, 1890","President Harrison makes a closing statement at the International American Conference in Washington, D.C.."
"420","May 30, 1890","President Harrison delivers a short address honoring President Garfield at the dedication ceremony for the Garfield statue in Cleveland, OH."
"421","June 19, 1890","President Harrison submits to Congress a report from the International American Conference held in Washington, D.C.. Harrison recommends reciprocal commercial treaties between the United States and other American nations. This report follows another message from President Harrison, sent to Congress on June 2, 1890, which outlined the main recommendations of the Conference including the development a uniform system of custom regulations, the establishment of an international bureau of information in Washington, D.C., and the creation of a Latin-American library in Washington, D.C.. Within the following months, the United States will alter its commercial agreements and trade policies with several Latin American countries."
"422","October 23, 1890","President Harrison extinguishes the Indian title to certain lands to increase the size of the State of Nebraska."
"423","December 01, 1890","There is no summary for this speech."
"424","December 09, 1891","There is no summary for this speech."
"425","July 08, 1894","
Following a recommendation by Attorney General Richard Olney, Cleveland sends federal troops to Chicago in response to a strike by employees of the Pullman railway car company.  Company workers find themselves forced to live in the company town where costs are higher than elsewhere. Additionally, George Pullman lowers wages, in light of the 1893 depression, but maintains rent and other charges. The strike spreads throughout the West and halts rail service, affecting twenty-seven states and territories. Eugene Debs, president of the American Railway Union, organizes the strike. Eventually, Debs and others are arrested and the strike is broken.
 "
"426","December 18, 1893","President Cleveland sends a message to Congress regarding the annexation of Hawaii. The previous March, Cleveland withdrew the Hawaiian annexation treaty, signed just prior to his inauguration. He takes the advice of a special commissioner who reports that proponents of the annexation are sugar planters; the majority of the population opposes such action. Cleveland advocates the restoration of the queen but the provisional government rejects this idea."
"427","August 08, 1893","President Cleveland addresses Congress during a special session.  On June 30, Cleveland called the special session of Congress for August 7 to address the economic crisis (the Panic of 1893) through tariff reform and the repeal of the silver-purchase law. The Panic of 1893 begins after the National Cordage Company and the Philadelphia and Reading railroads go bankrupt on May 4. A sharp decline in the New York stock market follows the next day, known as ""Industrial Black Friday."" The panic also distresses farm regions. In his proclamation calling for the special session, President Cleveland states that the financial situation has already ""caused great loss and damage to our people."""
"428","December 06, 1892","There is no summary for this speech."
"429","September 03, 1892","President Harrison accepts the Republican nomination for President."
"430","January 28, 1892","President Harrison sends a message to Congress regarding recent events between the US and Chile."
"431","January 25, 1892","There is no summary for this speech."
"432","December 03, 1900","There is no summary for this speech."
"433","July 12, 1900","President McKinley formally accepts the Republican presidential nomination at Canton, Ohio. McKinley's campaign slogan reminded voters of previous prosperity and promised more of the same: ""Four more years of the full dinner pail."""
"434","December 05, 1899","There is no summary for this speech."
"435","December 05, 1898","There is no summary for this speech."
"436","April 23, 1898","In a Presidential Proclamation, President McKinley calls for 125,000 volunteers to fight the war with Spain."
"437","April 22, 1898","President McKinley issues a proclamation initiating a blockade of Cuba. McKinley will issue another proclamation on June 27, 1898 extending the blockade."
"438","December 06, 1897","There is no summary for this speech."
"439","July 24, 1897","In a message to Congress, President McKinley urges the creation of a commission to consider changing banking and currency laws."
"440","May 17, 1897","President McKinley asks Congress to make appropriations for the relief of American citizens in Cuba. Congress agrees to appropriate $50,000.
 "
"441","December 09, 1908","There is no summary for this speech."
"442","March 25, 1908","President Roosevelt addresses Congress on labor legislation. Among other things, Roosevelt calls for the prohibition of child labor, which Congress responds to by passing a child labor law for the District of Columbia on May 28, 1908."
"443","December 03, 1907","There is no summary for this speech."
"444","December 19, 1906","President Roosevelt reports to the Senate on the clashes that erupted in Brownsville, Texas after white civilians taunted black soldiers in April, 1906."
"445","December 17, 1906","President Roosevelt delivers a message to Congress regarding his recent visit to Panama.  The President and Mrs. Roosevelt’s trip to Panama to inspect the building of the Panama Canal marked the first trip abroad by a sitting American President."
"446","December 11, 1906","President Roosevelt reports to Congress on his trip to Puerto Rico."
"447","December 03, 1906","There is no summary for this speech."
"448","June 04, 1906","President Roosevelt addresses Congress on the condition of the stockyards and meatpacking plants. On June 30, 1906, Roosevelt signs the Meat Inspection Act and the Pure Food and Drug Act. The legislation calls for both an honest statement of food content on labels and for federal inspection of all plants engaging in interstate commerce."
"449","December 05, 1905","There is no summary for this speech."
"450","December 06, 1904","There is no summary for this speech."
"451","December 03, 1901","In light of President McKinley’s assassination, President Theodore Roosevelt reflects on the life of an honorable public servant who was respected and well loved by his fellow Americans. In addition to this sorrowful event, President Roosevelt addresses business concerns, immigration, territories, the armed forces, and education, among other issues."
"452","June 13, 1902","President Roosevelt sends a message to congress advocating commercial reciprocity with Cuba."
"453","December 02, 1902"," In an era of prosperity, President Theodore Roosevelt addresses business concerns such as monopolies, regulation of interstate commerce, and tariffs. Similarly to the previous year’s speech, President Roosevelt discusses Puerto Rico, Cuba, Hawaii and the Philippines, and the armed forces."
"454","October 20, 1903","Roosevelt calls for a special session of Congress to approve the reciprocal Commercial Convention between the United States and Cuba."
"455","November 10, 1903","There is no summary for this speech."
"456","November 16, 1903","President Roosevelt transmits to the House of Representatives correspondence and other documents relating to the Panamanian revolution. On November 3, 1903, a revolt broke out in Panama against Colombian rule. The uprising is sponsored by Panamanian agents and officers of the Panama Canal Company, with tacit permission of the Roosevelt administration. The presence of the American Navy prevents Colombia from crushing the revolt and on November 6, 1903, the United States officially recognizes the Republic of Panama."
"457","December 07, 1903","There is no summary for this speech."
"458","December 07, 1903","President Roosevelt submits the Hay-Buneau-Varilla Treaty between the United States and Panama, negotiating the construction of the Panama Canal, to the Senate for ratification. The treaty gives the United States control of a ten-mile-wide canal zone in return for $10,000,000 in gold plus a yearly fee of $250,000."
"459","February 11, 1904","President Roosevelt declares United States neutrality in the war between Russia and Japan."
"460","January 07, 1910","President Taft sends a message to Congress regarding Anti-trust and Interstate-Commerce Law as an addendum to his annual message to Congress."
"461","December 06, 1910","There is no summary for this speech."
"462","January 26, 1911","There is no summary for this speech."
"463","January 26, 1911","President Taft sends a message to Congress regarding Canadian commercial reciprocity."
"464","December 05, 1911","There is no summary for this speech."
"465","December 07, 1909","The relations of the United States with all foreign governments have continued upon the normal basis of amity and good understanding, and are very generally satisfactory."
"466","June 16, 1909","Delivering a message to Congress, President Taft proposes a two-percent tax on the net income of all corporations except banks, which he believes will make up for revenue lost by tariff reductions. He also proposes that Congress adopt a constitutional amendment that would permit the collection of personal federal income taxes."
"467","March 16, 1909","A special session of the United States Congress convenes to consider revision of the Dingley tariff. President Taft sends a special message to Congress urging prompt revision of the tariff."
"468","December 07, 1920","There is no summary for this speech."
"469","December 02, 1919","There is no summary for this speech."
"470","December 02, 1918","There is no summary for this speech."
"471","December 04, 1917","There is no summary for this speech."
"472","May 18, 1917","President Wilson issues a Presidential Proclamation regarding the Selective Service Act, which requires all men between the ages of 21 and 30 to register with locally administered draft boards for a federal draft lottery. It is the first conscription act in the United States since the Civil War."
"473","April 06, 1917","President Wilson lays out the United States’ regulations in dealing with enemy aliens during the nation’s very recent involvement in World War I."
"474","April 02, 1917","President Woodrow Wilson outlines his reasons for asking Congress for a declaration of war against Germany. He points to the German use of submarine warfare as a major factor in his decision to go to war against Germany. The President argues that the United States needs to wage war to make the world safe for democracy. Congress approves Wilson's request and declares war against Germany on April 6, 1917, bringing the United States into World War I."
"475","March 05, 1917","Following his victory in the 1916 Presidential Election, President Woodrow Wilson delivers the Inaugural Address to his second Presidential term.  The President speaks about the nation’s neutral position in the current European conflict, World War I, in addition to guidelines for peace."
"476","February 26, 1917","President Wilson asks Congress for the authority to arm merchant ships."
